REPORTING_YEAR,FACILITY_NAME,GHGRP_ID,REPORTED_ADDRESS,lat,long,CITY_NAME,COUNTY_NAME,STATE,ZIP_CODE,PARENT_COMPANIES,ghg_quantity,SUBPARTS
2011,O L S ENERGY-AGNEWS,1005975,3800 Cisco Way,37.408333,-121.929167,SAN JOSE,SANTA CLARA,CA,95134,CALPINE CORP (100%),88506,C
2011,Ironhorse Complex Gas Plant,1009293,,40.036269,-109.45371,Vernal,Uintah,UT,84026,QEP RESOURCES INC (100%),88493,"C,W"
2011,Catcher Ranch Gas Plant,1008831,,34.87402778,-96.05205556,McAlester,PITTSBURG,OK,74502,"MARKWEST ENERGY PARTNERS, LP (100%)",88465,"C,W"
2011,Fort Lupton Compressor Station,1001977,,40.1434,-104.7515,Brighton,Weld,CO,80601,"KERR MCGEE GATHERING, LLC (54%); ANADARKO PETROLEUM CORP (46%)",88448,"C,NN,W"
2011,ADM CORN PROCESSING,1001867,12868 COUNTY ROAD 9,48.910797,-97.888743,WALHALLA,PEMBINA COUNTY,ND,58282,ARCHER DANIELS MIDLAND CO (100%),88429,C
2011,Leon Creek,1000956,7718 QUINTANA RD,29.3511,-98.5753,SAN ANTONIO,Bexar,TX,78211,CPS ENERGY (100%),88407,D
2011,Duke Energy Power Delivery Midwest,1009540,139 East Fourth Street,39.10036,-84.50994,Cincinnati,HAMILTON COUNTY,OH,45202,DUKE ENERGY CORP (100%),88382,DD
2011,ROSEBURG LANDFILL,1005384,376 Roseburg Landfill Road,43.1872,-123.3819,ROSEBURG,DOUGLAS,OR,97470,Douglas County Public Works (100%),88332,HH
2011,Smithfield Packaged Meats Corp.,1002054,1400 North Weber Avenue,43.5634,-96.7188,Sioux Falls,MINNEHAHA,SD,57117,"SMITHFIELD FOODS, INC (100%)",88272,"C,II"
2011,WASCO LANDFILL,1004515,2550 STEELE ROAD,45.55786,-121.1356,THE DALLES,WASCO COUNTY,OR,97058,"Waste Connections, Inc. (100%)",88255,HH
2011,TECO Peoples Gas,1006771,702 North Franklin Street,27.95029,-82.4591,Tampa,HILLSBOROUGH COUNTY,FL,33602,TAMPA ELECTRIC CO (100%),88242,"NN,W"
2011,FINK ROAD LANDFILL,1003814,4000 FINK ROAD,37.39719,-121.13969,CROWS LANDING,STANISLAUS,CA,95313,County of Stanislaus (100%),88173,HH
2011,PMC BIOGENIX INC,1005312,1231 POPE STREET,35.16677,-89.95893,MEMPHIS,SHELBY COUNTY,TN,38108,PMC GROUP (100%),88157,C
2011,James Valley Ethanol LLC dba POET Biorefining - Groton,1007063,40425 133rd Street,45.453963,-98.137741,Groton,BROWN,SD,57445,JAMES VALLEY ETHANOL (100%),88147,C
2011,"CARGILL INCORPORATED, WATKINS GLEN PLANT",1005513,518 EAST 4TH STREET,42.383583,-76.86675,WATKINS GLEN,SCHUYLER,NY,14891,CARGILL INC (100%),88097,C
2011,"NUCOR STEEL MARION, INC. (0351010017)",1007577,912 CHENEY AVE,40.5707,-83.1388,MARION,MARION,OH,43302,NUCOR CORPORATION (100%),88085,"C,Q"
2011,ROCKINGHAM COUNTY LANDFILL,1004501,281 Shuff Road,36.363491,-79.840007,MADISON,ROCKINGHAM,NC,27025,Rockingham County (100%),88083,HH
2011,Carpenter Technology - Latrobe Operations,1004434,2626 LIGONIER STREET,40.302598,-79.372804,LATROBE,WESTMORELAND COUNTY,PA,15650,CARPENTER TECHNOLOGY CORP (100%),88041,"C,Q"
2011,KERN RIVER GAS TRANSMISSION COMPANY: SALT LAKE COMPRESSOR STATION,1005804,5051 west 150 south,40.803833,-112.02379,SALT LAKE CITY,SALT LAKE,UT,84104,MID-AMERICAN ENERGY HOLDINGS CO (100%),88036,"C,W"
2011,Southwest Gas - Arizona,1006640,5241 Spring Mountain Road,36.12602,-115.21338,Las Vegas,CLARK COUNTY,NV,89150,SOUTHWEST GAS CORP (100%),87958,"NN,W"
2011,NTC/MCRD ENERGY FACILITY,1005133,,32.735323,-117.208299,SAN DIEGO,SAN DIEGO,CA,92140,Atlantic Power (US) GP (100%),87950,C
2011,Stony Brook,1001021,327 MOODY ST,42.1977,-72.5103,LUDLOW,Hampden,MA,1056,MASSACHUSETTS MUNICIPAL WHOLESALE ELECTRIC CO (90.76%); Green Mountain Power Corporation (8.8%),87946,"C,D"
2011,Powhatan No. 6,1010107,56854 Pleasant Ridge Road ,39.914428,-80.980123,Alledonia,BELMONT,OH,43902,Murray Energy Corporation (100%),87937,"C,FF"
2011,Bridger Compressor Station,1004050,,42.4181,-109.7042,Boulder,SUBLETTE,WY,82941,JONAH GAS GATHERING CO (100%),87932,C
2011,"Honda of America Mfg., Inc.",1001841,24000 Honda Parkway,40.278217,-83.507965,Marysville,UNION,OH,43040,AMERICAN HONDA MOTOR CO INC (100%),87901,C
2011,"ADVANCED DISPOSAL MALLARD RIDGE LANDFILL, INC",1002038,W8470 STATE RD 11,42.643578,-88.717968,DELEVAN,WALWORTH,WI,53115,ADVANCED DISPOSAL SERVICES (100%),87898,"C,HH"
2011,Texas Gas Transmission - Youngsville Station,1003720,4443 VEROT SCHOOL RD,30.08741,-92.02953,YOUNGSVILLE,LAFAYETTE,LA,70592,LOEWS CORP (100%),87746,"C,W"
2011,Marlboro Paper Mill,1000324,585 Willamette Rd,34.605,-79.785,Bennettsville,Marlboro,SC,29512,Domtar Corporation (100%),87737,"AA,C"
2011,"EPNG Station 6339 Keystone, TX",1001990,,31.9499,-103.1085,Kermit,WINKLER,TX,79761,EL PASO CORP (100%),87727,"C,W"
2011,Apache Corp. GC Onshore - Gulf Coast Basin 220,1008224,"2000 Post Oak, Suite 100",29.74592,-95.55962,Houston,HARRIS COUNTY,TX,77056,APACHE CORP (100%),87707,W
2011,745 San Joaquin Basin Chevron USA Inc.,1008499,6001 Bollinger Canyon Rd.,37.795963,-122.022317,San Ramon,CONTRA COSTA,CA,94583,Chevron Corporation (100.0%),87679,W
2011,DYNO NOBEL INC (DONORA PLANT),1006067,1320 GALIFFA DRIVE,40.188611,-79.856389,DONORA,WASHINGTON,PA,15033,Dyno Nobel Inc. (100%),87672,"C,V"
2011,CITY OF FLAGSTAFF - CINDER LAKE LANDFILL,1004132,6770 E. Landfill Road,35.306681,-111.520729,FLAGSTAFF,COCONINO,AZ,86004,City of Flagstaff (100%),87579,HH
2011,Polar Semiconductor LLC,1009807,2800 E Old Shakopee Rd,44.85312,-93.2301,Bloomington,HENNEPIN COUNTY,MN,55425,"Polar Semiconductor, Inc (100%)",87539,"C,I"
2011,PANHANDLE EASTERN PIPE LINE CO - LOUISBURG,1003069,29115 METCALF ROAD,38.596317,-94.675997,LOUISBURG,MIAMI,KS,66053,PANHANDLE EASTERN PIPE LINE CO (100%),87523,"C,W"
2011,Justice Mine U-5013-98,1009923,782 Robinson Creek Road,38.016184,-81.745885,Madison,BOONE COUNTY,WV,25130,Alpha Natural Resources Inc. (100%),87485,FF
2011,TRUSTEES OF PRINCETON UNIVERSITY,1001868,DEPT OF ENGINEERING MACMILLAN BLDG ELM DR,40.35464,-74.64674,PRINCETON,MERCER,NJ,8543,PRINCETON UNIVERSITY (100%),87393,C
2011,Marsh Run Generation Facility,1001160,12109 Lucky Hill Road,38.5283,-77.7681,Remington,Fauquier,VA,22734,Old Dominion Electric Cooperative (100%),87371,"C,D"
2011,MICHIGAN SUGAR CO - CARO FACTORY,1006312,819 PENINSULAR ST,43.4807,-83.3963,CARO,TUSCOLA COUNTY,MI,48723,MICHIGAN SUGAR CO (100%),87344,"C,S"
2011,HAWAII ELECTRIC LIGHT CO (HELCO) - PUNA GENERATING STATION,1001555,,19.6316,-155.0312,KEAAU,HAWAII,HI,96749,"Hawaii Electric Light Company, Inc. (100%)",87333,C
2011,"Independence Hub, Mississippi Canyon 920 Platform",1001954,,28.0851,-86.0142,Offshore,,LA,0,ANADARKO PETROLEUM CORP (100%),87277,"C,W"
2011,Oxy Permian Basin - 430,1008141,6001 Deauville Blvd,32.02994,-102.08741,Midland,MIDLAND COUNTY,TX,79706,Occidential Petroleum Corporation (100%),87274,W
2011,ALLIANCE COMPRESSOR STATION,1005887,12495 HWY 114,33.03425,-97.34692,JUSTIN,DENTON,TX,76247,CRESTWOOD MIDSTREAM PARTNERS LP (100%),87269,"C,W"
2011,Targa Midstream Services LLC - Monument Gas Processing Plant,1004893,8201 W Hwy 322,32.610278,-103.311944,Monument,LEA,NM,84265,Targa Resources Corporation (100%),87251,"C,W"
2011,"Pratt & Whitney, East Hartford",1001281,400 MAIN,41.75,-72.6347,EAST HARTFORD,Hartford,CT,6108,UNITED TECHNOLOGIES CORP (100%),87035,"C,D"
2011,GREEN PLAINS SUPERIOR LLC,1004331,1495 320TH AVE,43.431367,-94.95422,SUPERIOR,EMMET,IA,51363,"GREEN PLAINS RENEWABLE ENERGY, INC (100%)",87002,C
2011,"Holstein, MMS Platform ID 02481, Complex ID 1035-1",1003552,,27.32123,-90.535469,Offshore,,LA,0,BP America Inc. (50%); Shell Petroleum Inc. (50%),86943,"C,W"
2011,Arapahoe Combustion Turbine Facility,1001360,2601 SOUTH PLATTE RIVER ROAD,39.6692,-105.0018,DENVER,Denver,CO,80223,SOUTHWEST GENERATION OPERATING CO (100%),86869,"C,D"
2011,University of Washington Seattle Campus,1002682,,47.6562,-122.3041,Seattle,KING COUNTY,WA,98195,UNIVERSITY OF WASHINGTON BOARD OF REGENTS (100%),86846,C
2011,Gulf Coast Basin - 220,1008949,PO Box 4358,29.77,-95.37,Houston,HARRIS COUNTY,TX,77210,ExxonMobil Corporation (100%),86821,W
2011,Steelhead Platform,1001948,,60.83125466,-151.6042635,Anchorage,KENAI PENINSULA,AK,99503,"Hilcorp Alaska, LLC (51%); Marathon Alaska Production, LLC (25.1%); Pacific Energy Alaska Operating, LLC (23.9%)",86805,"C,W"
2011,Gulf Crossing Pipeline - Paris Station,1005028,5161 County Road 24200,33.517866,-95.646314,Paris,LAMAR,TX,75460,LOEWS CORP (100%),86800,"C,W"
2011,City of Irving/ Hunter Ferrell Landfill,1006634,825 W. Irving Blvd.,32.81353,-96.95529,Irving,DALLAS COUNTY,TX,75060,"City of Irving, TX (100%)",86690,HH
2011,AK STEEL CORP MANSFIELD WORKS,1006530,913 BOWMAN STREET,40.78513,-82.52384,MANSFIELD,RICHLAND COUNTY,OH,44903,AK STEEL CORP (100%),86668,"C,Q"
2011,DOZIT COMPANY LANDFILL,1003694,4075 STATE ROUTE 360,37.741667,-87.977778,MORGANFIELD,UNION COUNTY,KY,42437,"Republic Services, Inc. (100%)",86666,HH
2011,CROSSTEX PROCESSING SERVICES LLC - RIVERSIDE FRACTIONATION,1003158,10280 Louisiana HWY 75,30.214123,-91.035113,GEISMAR,ASCENSION PARISH,LA,70734,"Crosstex Processing Services, LLC (100%)",86608,"C,NN,W"
2011,BADGER CREEK LIMITED,1002728,34759 LENCIONI AVE,35.44735,-119.08652,BAKERSFIELD,KERN COUNTY,CA,93308,"Badger Creek, Ltd. (100%)",86501,C
2011,Eagle Ford 220 Gulf Coast Basin,1008675,"1000 Main, Suite 3000",29.7589,-95.37091,Houston,HARRIS,TX,77002,Shell Petroleum Inc.  (100%),86395,W
2011,Southeast,1006757,142 Tulip Road,41.38461,-73.55355,Brewster,PUTNAM COUNTY,NY,10509,"Algonquin Gas Transmission, LLC (100%)",86391,"C,W"
2011,Basin 595 Piceance - Noble Energy Inc.,1008328,1001 Noble Energy Way,29.960188,-95.558799,Houston,HARRIS COUNTY,TX,77070,Noble Energy Inc. (100%),86372,W
2011,"NE MS SW MGT AUTHORITY, NE MS REG LF",1005282,2941 COUNTY ROAD 302,34.933713,-88.901149,WALNUT,TIPPAH,MS,38683,Northeast Mississippi Solid Waste Management Authority (100%),86302,HH
2011,COLUMBIA GULF TRANSMISSION COMPANY HAMPSHIRE CS,1004360,4077 BOOKER FARM ROAD,35.643746,-87.261947,HAMPSHIRE,MAURY,TN,38461,NISOURCE INC (100%),86301,"C,W"
2011,"CUTRALE CITRUS JUICES USA, INC.",1005361,602 MCKEAN ST.,28.05585,-81.7968,AUBURNDALE,POLK COUNTY,FL,33823,"Cutrale Citrus Juices USA, Inc. (100%)",86291,C
2011,VECTOR PIPELINE LP Springville,1004846,4407 N. Fail Road,41.67256,-86.68033,LA PORTE,LAPORTE COUNTY,IN,46350,"VECTOR PIPELINE, LP (100%)",86222,"C,W"
2011,"Lone Mountain Processing, Inc.",1010242,2778 Monarch Road,36.8358,-83.0331,St. Charles,LEE,VA,24282,"Arch Coal, Inc. (100%)",86211,"C,FF"
2011,Coastal Regional Solid Waste Management Authority,1003035,7400 Old US 70 West,34.943667,-76.948346,New Bern,CRAVEN,NC,28562,COASTAL REGIONAL SOLID WASTE MANAGEMENT AUTHORITY (100%),86144,HH
2011,Gas Transmission Northwest Pipeline Sandpoint CS#4,1005008,237 SAMUELS ROAD,48.435226,-116.48628,SANDPOINT,BONNER COUNTY,ID,83864,TransCanada American Investments Ltd. (100%),86089,"C,W"
2011,JOHNSTON COUNTY MSW LANDFILL,1004252,680 COUNTY HOME ROAD,35.511016,-78.429316,SMITHFIELD,JOHNSTON,NC,27577,Johnston County Department of Public Utilities (100%),86048,HH
2011,PANHANDLE EASTERN PIPE LINE CO - CENTRALIA,1003062,16151 NORTH ROUTE Z,39.136639,-92.139333,CENTRALIA,BOONE COUNTY,MO,65240,PANHANDLE EASTERN PIPE LINE CO (100%),86021,"C,W"
2011,Bee Ridge Landfill,1002901,8350 Bee Ridge Road,27.29864,-82.39811,Sarasota,SARASOTA COUNTY,FL,34241,Sarasota County (100%),86019,HH
2011,City of Victoria Landfill,1007802,18545 FM 1686,28.69465,-96.90594,Bloomington,VICTORIA,TX,77951,City of Victoria (100%),85983,HH
2011,CLEAR AIR FORCE STATION,1007791,200 A Street Stop 1,64.291944,-149.185,CLEAR AIR STATION,DENALI,AK,99704,CLEAR AIR FORCE STATION (100%),85955,C
2011,CAROLINA STALITE COMPANY,1005299,16815 OLD BEATTYS FORD RD.,35.50767,-80.3297,GOLD HILL,ROWAN COUNTY,NC,28071,CAROLINA STALITE CO (100%),85802,C
2011,"Sunny Farms Landfill, LLC",1007748,12500 West County Road 18,41.108215,-83.413383,Fostoria,SENECA,OH,44830,"SUNNY FARMS LANDFILL, LLC (100%)",85793,"C,HH"
2011,"Armstrong Power, LLC",1005709,2313 STATE ROUTE 156,40.6383,-79.3503,SHELOCTA,Armstrong,PA,15774,"IPR-GDF SUEZ North America, Inc. (100%)",85781,D
2011,ATHENS & CLARKE COUNTIES-DUNLAP ROAD LF,1006056,5700 LEXINGTON RD,33.9257,-83.2634,WINTERVILLE,CLARKE,GA,30683,Athens-Clarke County Unified Government (100%),85751,HH
2011,Ardagh Glass Inc. (Dolton),1000105,13850 COTTAGE GROVE AVENUE,41.64212,-87.59966,DOLTON,COOK,IL,60419,SAINT-GOBAIN CONTAINERS INC (100%),85701,"C,N"
2011,GENERAL MOTORS MLCG DETROIT-HAMTRAMCK ASSEM BLY CENTER,1003225,2500 EAST GENERAL MOTORS BOULEVARD,42.381971,-83.044919,DETROIT,WAYNE,MI,48211,GENERAL MOTORS LLC (100%),85689,C
2011,Linn Energy 305 Michigan Basin Production Segment,1008363,"600 Travis Street, Suite 1400",29.752554,-95.3704009,Houston,Harris,TX,77002,"Linn Energy, LLC (100%)",85641,W
2011,LEE/HENDRY COUNTY REGIONAL SOLID WASTE DISPOSAL FACILITY,1002990,5500 CHURCH ROAD,26.565861,-81.527306,FELDA,HENDRY COUNTY,FL,33930,Lee County Board of County Commissioners  (100%),85640,HH
2011,"POET Biorefining - North Manchester, LLC",1007525,868 E 800 N,40.941948,-85.807883,NORTH MANCHESTER,WABASH COUNTY,IN,46962,North Manchester Ethanol d/b/a POET Biorefining (100%),85589,C
2011,INDIAN BASIN GAS PLANT,1003130,329 MARATHON ROAD,32.466667,-104.570556,LAKEWOOD,EDDY,NM,88254,ENTERPRISE LLC (42.2%); OCCIDENTAL PETROLEUM CORP (39.1%); CHEVRON CORP (2.1%); NGL Ventures LLC (16.6%),85574,"C,W"
2011,Cecil Lynch,1001429,5800 LYNCH DRIVE,34.7535,-92.1987,NORTH LITTLE ROCK,Pulaski,AR,72117,ENTERGY CORP (100%),85567,"C,D"
2011,WEXFORD COUNTY LANDFILL,1003960,990 US 131 NORTH,44.339088,-85.40545,MANTON,WEXFORD,MI,49663,Wexford County Landfill (100%),85554,"C,HH"
2011,Morgan Creek,1007784,3177 HWY 163 SOUTH,32.3358,-100.9158,COLORADO CITY,Mitchell,TX,79512,Luminant Generation Company LLC (100%),85546,C
2011,Tri-State Generation & Transmission Association Transmission System,1010250,1100 W. 116th Avenue,39.90698,-104.99908,Westminster,ADAMS COUNTY,CO,80234,TRI-STATE GENERATION & TRANSMISSION (100%),85397,DD
2011,EAST DUVAL SLF (GREENFIELD CREEK),1003723,515 GIRVIN RD,30.33276,-81.46857,JACKSONVILLE,DUVAL,FL,32225,CITY OF JACKSONVILLE (100%),85390,HH
2011,HERCULES INCORPORATED,1001631,11083 HWY D,39.42942,-91.03289,LOUISIANA,PIKE,MO,63353,ASHLAND INC (100%),85354,C
2011,Poet Biorefining-Macon,1007809,30211 major ave,39.7481,-92.3851,Macon,MACON,MO,63552,Northeast Missouri Grain LLC d.b.a. POET Biorefining- Macon (100%),85348,"C,PP"
2011,CROSSROADS LANDFILL,1007646,357 MERCER RD,44.712556,-69.847255,NORRIDGEWOCK,SOMERSET,ME,4957,"Waste Management, Inc. (100%)",85298,"C,HH"
2011,Dominion Mine No. 36,1011529,2101 Wimmer Gap Road,37.184836,-81.788447,Jewell Ridge,TAZEWELL COUNTY,VA,24622,SUNCOKE ENERGY (100%),85243,FF
2011,GENEVA NITROGEN LLC,1006272,1165 NORTH 1600 WEST,40.3183,-111.735,OREM,UTAH,UT,84057,Geneva Nitrogen LLC (100%),85218,"C,V"
2011,INEOS ABS,1002879,356 THREE RIVERS PARKWAY,39.1347,-84.7122,ADDYSTON,HAMILTON,OH,45001,INEOS USA LLC (100%),85200,C
2011,WIGGINS FACILITY,1010300,,32.23,-93.3453,Loggy Bayou,RED RIVER,LA,71051,"ENERGY TRANSFER PARTNERS, LP (100%)",85116,"C,W"
2011,"BHP Billiton Petrohawk Permian Basin, AAPG Basin 430",1008632,6100 S. Yale Suite 500,36.0613546,-95.9515399,Tulsa,,OK,74136,BHP Billiton Petroleum (North America) Inc.  (100%),85081,W
2011,NORTH SHELBY LANDFILL,1006303,7111 MILLINGTON ROAD,35.326016,-89.946596,MILLINGTON,SHELBY,TN,38053,"Republic Services, Inc. (100%)",85033,"C,HH"
2011,PANHANDLE EASTERN PIPE LINE CO - MONTEZUMA,1003108,2623 N 600W,39.80435,-87.35126,MONTEZUMA,PARKE COUNTY,IN,47862,PANHANDLE EASTERN PIPE LINE CO (100%),85007,"C,W"
2011,East Rhome Compressor Station,1007508,6867 East Highway 114,33.040058,-97.401092,Rhome,TARRANT,TX,76426,DEVON ENERGY (100%),84961,C
2011,TYSON FOODS-RIVER VALLEY,1002696,7755 N STATE HWY 393,35.387778,-93.570278,SCRANTON,LOGAN COUNTY,AR,72863,"TYSON FOODS, INC (100%)",84950,"C,II"
2011,Cargill Meat Solutions Corporation,1000855,"490 Road 9, PO Box 544",41.4514,-97.095,SCHUYLER,COLFAX,NE,68661,CARGILL INC (100%),84934,"C,II"
2011,220 Gulf Coast,1009263,701 Cedar Lake Blvd,35.56719,-97.49827,Oklahoma City,OKLAHOMA COUNTY,OK,73114,"CHAPARRAL ENERGY, INC (100%)",84923,W
2011,LA GLORIA GAS PLANT,1002068,641 COUNTY ROAD 405,27.2761,-98.1541,FALFURRIAS,BROOKS,TX,78355,CONOCO PHILLIPS (50%); SPECTRA ENERGY CORP (50%),84910,"C,NN,W"
2011,Hargis-Hebert Electric Generating Statio,1007327,300 BEAU PRE ROAD,30.1694,-91.9923,LAFAYETTE,Lafayette,LA,70508,Lafayette Utilities System (100%),84890,"C,D"
2011,SAN JUAN COUNTY REGIONAL LANDFILL,1003565,"3140 #78, 8 MILES NE OF FARMIN",36.765278,-108.045,AZTEC,SAN JUAN,NM,87410,"Waste Management, Inc. (100%)",84863,"C,HH"
2011,DIVISION OF WILDLIFE RESOURCES LEEKAY LANDFILL,1003548,6000 West 2100 South,40.726144,-112.031565,SALT LAKE CITY,SALT LAKE,UT,84128,State of Utah Division of Wildlife Resources (100%),84787,HH
2011,"ALLIANCE PIPELINE, L.P.-WIMBLEDON COMPRESSOR STATION",1001558,1540 98TH AVE SE,47.191058,-98.42561,WIMBLEDON,BARNES,ND,58492,ENBRIDGE INC (50%); VERESEN INC (50%),84781,"C,W"
2011,J R SIMPLOT CO,1002804,1201 N BROADWAY AVE,46.837778,-119.176389,OTHELLO,ADAMS COUNTY,WA,99344,J. R. Simplot Company (100%),84685,"C,II"
2011,SMI STEEL LLC,1003981,101 50TH STREET SOUTH,33.534104,-86.757929,BIRMINGHAM,JEFFERSON,AL,35212,COMMERCIAL METALS CO (100%),84652,"C,Q"
2011,POET Biorefining - Hanlontown LLC,1006007,3638 FIR AVE.,43.29083,-93.39027,HANLONTOWN,WORTH COUNTY,IA,50444,IOWA ETHANOL LLC D.B.A. POET Biorefining - Hanlontown (100%),84571,C
2011,Jefferson County Landfill No.2,1005680,7035 Narrows Road,33.709435,-86.711856,Pinson,JEFFERSON,AL,35126,"Jefferson County, AL (100%)",84544,HH
2011,Oxnard Landfills,1005092,4105 W. Gonzales Rd.,34.21946,-119.224877,Oxnard,VENTURA,CA,93036,Ventura Regional Sanitation District (67%); City of Oxnard (33%),84480,HH
2011,SPEARMAN GAS PROCESSING PLANT,1004269,,36.0842,-101.0478,SPEARMAN,OCHILTREE COUNTY,TX,79081,PVR MIDSTREAM LLC (100%),84471,"C,W"
2011,Resource Recovery LF,1007808,4237 COUNTY RD 5300,37.2151,-95.5798,CHERRYVALE,MONTGOMERY,KS,67335,"Republic Services, Inc. (100%)",84462,"C,HH"
2011,Ruby Energy,1010048,170 Scarlet Rd,37.7771,-82.14824,Delbarton,MINGO,WV,25670,ALPHA NATURAL RESOURCES LLC (100%),84453,FF
2011,EVERGREEN RECYCLING & DISPOSAL,1007723,2625 EAST BROADWAY,41.602509,-83.50457,NORTHWOOD,WOOD,OH,43619,"Waste Management, Inc. (100%)",84431,"C,HH"
2011,Yankee Gas Supply,1007107,107 Selden Street,41.648374,-72.727969,Berlin,HARTFORD,CT,6037,NORTHEAST UTILITIES (100%),84401,"NN,W"
2011,GLEN\S SANITARY LANDFILL,1003257,518 E TRAVERSE HWY,44.786194,-85.845963,MAPLE CITY,LEELANAU,MI,49664,"Waste Management, Inc. (100%)",84373,"C,HH"
2011,"Big River Resources Boyceville, LLC",1006022,N10185 370TH ST,45.050596,-91.980063,BOYCEVILLE,DUNN COUNTY,WI,54725,Big Rivers Resources (100%),84357,"C,II"
2011,SEWERAGE & WATER BOARD OF NEW ORLEANS,1007050,8801 SPRUCE ST,29.95774,-90.12955,NEW ORLEANS,ORLEANS PARISH,LA,70118,Sewerage and Water Board of New Orleans (100%),84357,C
2011,North Chicago Facility,1002975,1401 SHERIDAN RD,42.33397,-87.83855,NORTH CHICAGO,LAKE COUNTY,IL,60064,ABBOTT LABORATORIES (100%),84209,C
2011,Hardin County Peaking Facility,1000530,7 MI SOUTHEAST OF KOUNTZE,30.3039,-94.2527,KOUNTZE,Hardin,TX,77625,"EAST TEXAS ELECTRIC COOPERATIVE, INC (100%)",84206,"C,D"
2011,California Resources Production Corporation – Sacramento Valley Basin 730,1008405,11109 River Run Blvd.,34.05893,-118.44336,Bakersfield,Los Angeles,CA,93311,OCCIDENTAL PETROLEUM CORP (100%),84157,W
2011,DURAND GLASS MANUFACTURING CO INC,1007966,901 SOUTH WADE BOULEVARD,39.387565,-75.017671,MILLVILLE,CUMBERLAND COUNTY,NJ,8332,Durand Glass Manufacturing Company (100%),84118,"C,N"
2011,UW Madison - Walnut St.,1007758,614 Walnut St.,43.07611,-89.42518,Madison,DANE COUNTY,WI,53705,State of Wisconsin (100%),84062,C
2011,NEWSVT LANDFILL,1005261,21 Landfill Lane,44.90871,-72.22104,Coventry,ORLEANS COUNTY,VT,5855,"CASELLA WASTE SYSTEMS, INC (100%)",84038,"C,HH"
2011,"SNG Station 5222 Enterprise, MS",1001656,100 COUNTRY ROAD 332,32.14838,-88.84151,ENTERPRISE,CLARKE,MS,39330,EL PASO CORP (100%),84023,"C,W"
2011,Bechtelsville,1006696,467 Forgedale Rd.,40.41928,-75.62197,Barto,BERKS COUNTY,PA,19504,"Texas Eastern Transmission, L.P. (100%)",83999,"C,W"
2011,Hopewell Power Station,1001228,107 Rev. CW Harris St,37.2969,-77.2833,HOPEWELL,Hopewell,VA,23860,DOMINION RESOURCES INC (100%),83972,"C,D"
2011,Trussville Utilities,1005723,127 Main Street,33.621523,-86.602293,Trussville,JEFFERSON,AL,35173,Utilities Board of the City of Trussville (100%),83898,"C,NN"
2011,"KH Plantation West Gas Treating Facility Coushatta, LA",1009776,170 Yearwood Rd,31.9955781,-93.2986106,Coushatta,,LA,71019,Kinder Morgan (100%),83895,"C,W"
2011,PILGRIM'S CORPORATION MOUNT PLEASANT COMPLEX,1006356,1000 Pilgrim Street,33.1484,-94.98301,MOUNT PLEASANT,TITUS,TX,75455,,83890,C
2011,ConocoPhillips' Permian (430),1007479,3300 North A Street,32.02786,-102.09198,Midland,MIDLAND COUNTY,TX,79705,CONOCO PHILLIPS (100%),83883,"UU,W"
2011,PALOS VERDES LANDFILL,1003361,25680 HAWTHORNE BLVD,33.791669,-118.352439,ROLLING HILLS ESTATES,LOS ANGELES,CA,90274,Los Angeles County Sanitation Districts (100%),83880,"C,HH"
2011,ALBEMARLE CORPORATION HOUSTON PLANT,1003402,2500 N. SOUTH ST.,29.743111,-95.166694,PASADENA,HARRIS COUNTY,TX,77503,Albemarle Corporation (100%),83870,C
2011,TPC GROUP,1002884,2102 SPUR 136,29.964146,-93.930138,PORT NECHES,JEFFERSON,TX,77651,TPC Group LLC (100%),83864,C
2011,Covanta Stanislaus Inc.,1003200,4040 FINK ROAD,37.38538,-121.14088,CROWS LANDING,STANISLAUS,CA,95313,COVANTA HOLDINGS CORP (100%),83862,C
2011,"SIOUX RIVER ETHANOL, LLC",1006030,29619 SPUR AVE,43.096842,-96.477478,HUDSON,LINCOLN COUNTY,SD,57034,"Sioux River Ethanol, LLC (100%)",83836,C
2011,SHOOSMITH SANITARY LANDFILL,1007088,11800 LEWIS ROAD,37.35109,-77.49563,CHESTER,CHESTERFIELD COUNTY,VA,23831,"Shoosmith Bros., Inc.   (100%)",83825,HH
2011,KIMBERLY-CLARK CORP OWENSBORO OPERATIONS,1006061,601 INNOVATIVE WAY,37.82256,-87.30449,OWENSBORO,DAVIESS COUNTY,KY,42301,KIMBERLY-CLARK CORP (100%),83762,C
2011,Northern Border Pipeline Manning CS#5,1005011,10510 11TH ST SW,47.251575,-102.7194,MANNING,DUNN,ND,58642,NORTHERN BORDER PIPELINE CO (100%),83728,"C,W"
2011,MidAmerican Energy Local Gas Distribution Company,1002424,"666 Grand Avenue, Suite 500",41.58758,-93.62616,DesMoines,POLK COUNTY,IA,50309,BERKSHIRE HATHAWAY (100%),83727,"NN,W"
2011,GRAND FORKS LANDFILL,1004044,2350 83RD ST NORTH,47.944,-97.146556,GRAND FORKS,GRAND FORKS,ND,58206,"City of Grand Forks, ND (100%)",83708,"C,HH"
2011,"Premier Natural Resources II, LLC - 415 Strawn basin",1009961,"5727 South Lewis Avenue, Suite 200",36.0796,-95.95797,Tulsa,TULSA COUNTY,OK,74105,Williams Production (100%),83695,W
